"B01001_001E","B11001_001E","B19049_005E","zipcode"
"12525","4842","36875","07843"
"108","47","0","07846"
"1253","496","56653","07847"
"4984","1600","48571","07848"
"8927","3339","42586","07849"
"7225","2579","75438","07850"
"124","43","0","07851"
"3993","1413","27500","07852"
"13143","4410","59783","07853"
"3460","1734","47750","07856"
"3307","1440","44946","07857"
"26755","10243","37545","07860"
"4330","1589","31838","07863"
"2245","820","59038","07865"
"21858","7966","47200","07866"
"25368","9092","58692","07869"
"86","29","0","07870"
"20973","7351","75924","07871"
"8570","3163","75972","07874"
"10526","3473","69297","07876"
"1266","404","33214","07878"
"95","30","0","07880"
"17","7","150750","07881"
"14193","5452","41215","07882"
"10099","3562","46948","07885"
"22606","8053","63177","07901"
"26345","9667","52138","07920"
"7891","3943","46890","07921"
"12178","4058","79911","07922"
"7557","2579","78542","07924"
"14","7","0","07926"
"3567","1306","70341","07927"
"19013","6880","67643","07928"
"8141","2667","61726","07930"
"3326","1044","86500","07931"
"10462","3965","51797","07932"
"3740","1278","97868","07933"
"1517","611","82321","07934"
"377","174","61563","07935"
"11215","3782","60952","07936"
"293","0","0","07939"
"16577","5527","50417","07940"
"9650","3157","71528","07945"
"3241","1057","63977","07946"
"18320","7117","62500","07950"
"43971","17239","66667","07960"
"0","0","0","07961"
"246","72","0","07970"
"11801","4119","62300","07974"
"800","288","42813","07976"
"671","219","27917","07977"
"508","177","114958","07979"
"1743","715","52813","07980"
"8936","3289","56250","07981"
"770","286","30750","08001"
"22150","8544","37744","08002"
"31074","10738","62763","08003"
"12081","4084","45670","08004"
"21793","8679","40203","08005"
"531","239","53875","08006"
"5422","2281","22287","08007"
"7600","3693","62750","08008"
"12520","4630","49492","08009"
"11463","4592","39194","08010"
"15","6","0","08011"
"38750","14601","44654","08012"
"337","118","29792","08014"
"20836","7904","50947","08015"
"33010","12134","40333","08016"
"822","289","40000","08019"
"2452","801","69250","08020"
"45517","18653","28926","08021"
"8482","3193","51349","08022"
"354","187","0","08023"
"2316","790","56667","08026"
"4865","1939","33682","08027"
"19748","6301","40793","08028"
"4767","1878","22857","08029"
"13190","4921","30388","08030"
"11591","4479","36901","08031"
"16076","6255","44583","08033"
"17695","6691","44573","08034"
"7563","3053","35521","08035"
"5452","1986","47647","08036"
"24285","8281","33914","08037"
"188","77","0","08038"
"63","27","0","08039"
"1243","400","84375","08041"
"179","53","47083","08042"
"29080","11452","42363","08043"
"2930","954","56250","08045"
"31908","10987","52566","08046"
"12398","4562","30553","08048"
"5334","2311","32077","08049"
"24205","9304","37529","08050"
"10678","4360","37235","08051"
"19225","8308","30629","08052"
"45395","17387","49739","08053"
"41888","17453","44162","08054"
"27226","9461","69072","08055"
"4355","1404","36250","08056"
"20910","7502","67440","08057"
"5723","2210","33641","08059"
"25112","9232","48464","08060"
"2369","865","75268","08061"
"15584","4932","45966","08062"
"3149","1091","27266","08063"
"252","25","0","08064"
"7407","3015","49375","08065"
"8990","3611","32763","08066"
"1763","687","43750","08067"
"7211","2743","53412","08068"
"13089","5178","26782","08069"
